term,is_vocab_term,confidence_score,original_url,preferred_label,alternative_label
intraspecific genetic diversity,FALSE,0.85,https://soilwise-he.github.io/soil-health#IntraspecificGeneticDiversity,intraspecific genetic diversity,
intrinsic soil potential,FALSE,0.85,https://soilwise-he.github.io/soil-health#IntrinsicSoilPotential,intrinsic soil potential,
intrinsic soil properties,TRUE,0.92,https://soilwise-he.github.io/soil-health#IntrinsicSoilProperties,intrinsic soil properties,
ion mobility,TRUE,0.9,https://soilwise-he.github.io/soil-health#IonMobility,ion mobility,
iron,FALSE,0.85,https://soilwise-he.github.io/soil-health#Iron,iron,
iron oxide content,TRUE,0.92,https://soilwise-he.github.io/soil-health#IronOxideContent,iron oxide content,
irreversibly deformed soil structure,FALSE,0.92,https://soilwise-he.github.io/soil-health#IrreversiblyDeformedSoilStructure,irreversibly deformed soil structure,
iterative process,FALSE,1,https://soilwise-he.github.io/soil-health#IterativeProcess,iterative process,
Kastanozems,TRUE,1,https://soilwise-he.github.io/soil-health#Kastanozems,Kastanozems,
key species,FALSE,0.85,https://soilwise-he.github.io/soil-health#KeySpecies,key species,
labile fraction of SOC content,TRUE,0.85,https://soilwise-he.github.io/soil-health#LabileFractionOfSOCContent,labile fraction of SOC content,
labile fraction of total soil organic carbon pool,TRUE,0.85,https://soilwise-he.github.io/soil-health#LabileFractionOfTotalSoilOrganicCarbonPool,labile fraction of total soil organic carbon pool,labile fraction of total SOC pool
laboratory conditions,FALSE,0.95,https://soilwise-he.github.io/soil-health#LaboratoryConditions,laboratory conditions,
lakes,FALSE,0.98,https://soilwise-he.github.io/soil-health#Lakes,lakes,
land,FALSE,0.9,https://soilwise-he.github.io/soil-health#Land,land,
land consumption,FALSE,0.85,https://soilwise-he.github.io/soil-health#LandConsumption,land consumption,
land cover change,FALSE,0.88,https://soilwise-he.github.io/soil-health#LandCoverChange,land cover change,
land cultivation,FALSE,0.85,https://soilwise-he.github.io/soil-health#LandCultivation,land cultivation,
land degradation,TRUE,0.95,https://soilwise-he.github.io/soil-health#LandDegradation,land degradation,
land degradation indicators,TRUE,0.8,https://soilwise-he.github.io/soil-health#LandDegradationIndicators,land degradation indicators,
land degradation processes,TRUE,0.9,https://soilwise-he.github.io/soil-health#LandDegradationProcesses,land degradation processes,
land management,FALSE,0.95,https://soilwise-he.github.io/soil-health#LandManagement,land management,
land management intensity,FALSE,0.8,https://soilwise-he.github.io/soil-health#LandManagementIntensity,land management intensity,
land management practices,FALSE,0.85,https://soilwise-he.github.io/soil-health#LandManagementPractices,land management practices,
land productivity,TRUE,0.85,https://soilwise-he.github.io/soil-health#LandProductivity,land productivity,
land recycling,FALSE,0.85,https://soilwise-he.github.io/soil-health#LandRecycling,land recycling,
land recycling potential,FALSE,0.8,https://soilwise-he.github.io/soil-health#LandRecyclingPotential,land recycling potential,
land resource efficient,FALSE,0.98,https://soilwise-he.github.io/soil-health#LandResourceEfficient,land resource efficient,
land take,FALSE,0.85,https://soilwise-he.github.io/soil-health#LandTake,land take,
land unit,TRUE,0.85,https://soilwise-he.github.io/soil-health#LandUnit,land unit,
land use efficiency,FALSE,0.8,https://soilwise-he.github.io/soil-health#LandUseEfficiency,land use efficiency,
land use information,FALSE,0.9,https://soilwise-he.github.io/soil-health#LandUseInformation,land use information,
land use intensity,TRUE,0.92,https://soilwise-he.github.io/soil-health#LandUseIntensity,land use intensity,
land use sub-indicators,FALSE,0.85,https://soilwise-he.github.io/soil-health#LandUseSubindicators,land use sub-indicators,
land uses,FALSE,0.85,https://soilwise-he.github.io/soil-health#LandUses,land uses,land use
land-based natural capital,FALSE,0.8,https://soilwise-he.github.io/soil-health#LandbasedNaturalCapital,land-based natural capital,
Landsat,FALSE,0.95,https://soilwise-he.github.io/soil-health#Landsat,Landsat,
landscape functions,FALSE,0.7,https://soilwise-he.github.io/soil-health#LandscapeFunctions,landscape functions,
landscape scale,FALSE,0.95,https://soilwise-he.github.io/soil-health#LandscapeScale,landscape scale,
landslides,TRUE,0.9,https://soilwise-he.github.io/soil-health#Landslides,landslides,
large erosion events,FALSE,0.99,https://soilwise-he.github.io/soil-health#LargeErosionEvents,large erosion events,
large-scale cleaning facilities,FALSE,0.98,https://soilwise-he.github.io/soil-health#LargeScaleCleaningFacilities,large-scale cleaning facilities,
large-scale modelling,FALSE,0.93,https://soilwise-he.github.io/soil-health#LargeScaleModelling,large-scale modelling,
large-scale soil monitoring,FALSE,0.92,https://soilwise-he.github.io/soil-health#LargeScaleSoilMonitoring,large-scale soil monitoring,
large-scale monitoring schemes,FALSE,0.95,https://soilwise-he.github.io/soil-health#LargescaleMonitoringSchemes,large-scale monitoring schemes,
layer thickness,TRUE,0.9,https://soilwise-he.github.io/soil-health#LayerThickness,layer thickness,
lead,TRUE,0.85,https://soilwise-he.github.io/soil-health#Lead,lead,
leakages,FALSE,0.8,https://soilwise-he.github.io/soil-health#Leakages,leakages,
leaves,FALSE,0.8,https://soilwise-he.github.io/soil-health#Leaves,leaves,leaf
legislative framework,FALSE,0.97,https://soilwise-he.github.io/soil-health#LegislativeFramework,legislative framework,
leisure facilities,FALSE,1,https://soilwise-he.github.io/soil-health#LeisureFacilities,leisure facilities,
Leptosols,TRUE,0.98,https://soilwise-he.github.io/soil-health#Leptosols,Leptosols,
level 1 soil erosion monitoring,FALSE,0.98,https://soilwise-he.github.io/soil-health#Level1SoilErosionMonitoring,level 1 soil erosion monitoring,
level 2 soil erosion monitoring,FALSE,0.97,https://soilwise-he.github.io/soil-health#Level2SoilErosionMonitoring,level 2 soil erosion monitoring,
life support functions,FALSE,0.85,https://soilwise-he.github.io/soil-health#LifeSupportFunctions,life support functions,
liming,FALSE,0.92,https://soilwise-he.github.io/soil-health#Liming,liming,
liming need,TRUE,0.9,https://soilwise-he.github.io/soil-health#LimingNeed,liming need,
limited number of samples,FALSE,1,https://soilwise-he.github.io/soil-health#LimitedSamples,limited number of samples,
litter,TRUE,0.92,https://soilwise-he.github.io/soil-health#Litter,litter,
litter bags,TRUE,0.9,https://soilwise-he.github.io/soil-health#LitterBags,litter bags,
litter decomposition,TRUE,0.95,https://soilwise-he.github.io/soil-health#LitterDecomposition,litter decomposition,
litter layer,TRUE,0.95,https://soilwise-he.github.io/soil-health#LitterLayer,litter layer,
litterfall,TRUE,0.98,https://soilwise-he.github.io/soil-health#Litterfall,litterfall,
livestock trampling,TRUE,0.93,https://soilwise-he.github.io/soil-health#LivestockTrampling,livestock trampling,
livestock trampling erosion,FALSE,0.85,https://soilwise-he.github.io/soil-health#LivestockTramplingErosion,livestock trampling erosion,
living organisms,FALSE,0.7,https://soilwise-he.github.io/soil-health#LivingOrganisms,living organisms,
Lixisols,TRUE,1,https://soilwise-he.github.io/soil-health#Lixisols,Lixisols,
local crop production,FALSE,0.92,https://soilwise-he.github.io/soil-health#LocalCropProduction,local crop production,
local natural soils,FALSE,0.85,https://soilwise-he.github.io/soil-health#LocalNaturalSoils,local natural soils,
local pollution,FALSE,0.92,https://soilwise-he.github.io/soil-health#LocalPollution,local pollution,
long-term change,FALSE,0.95,https://soilwise-he.github.io/soil-health#LongtermChange,long-term change,
long-term phosphorous fertilisation,FALSE,0.93,https://soilwise-he.github.io/soil-health#LongtermPhosphorousFertilisation,long-term phosphorous fertilisation,
loosening,FALSE,0.9,https://soilwise-he.github.io/soil-health#Loosening,loosening,
loss of core forest habitat,FALSE,0.93,https://soilwise-he.github.io/soil-health#LossOfCoreForestHabitat,loss of core forest habitat,
loss of natural wetlands,FALSE,0.97,https://soilwise-he.github.io/soil-health#LossOfNaturalWetlands,loss of natural wetlands,
loss of plant nutrients,FALSE,0.92,https://soilwise-he.github.io/soil-health#LossOfPlantNutrients,loss of plant nutrients,
loss of prime farmland,FALSE,0.98,https://soilwise-he.github.io/soil-health#LossOfPrimeFarmland,loss of prime farmland,
lost soil functions,FALSE,0.93,https://soilwise-he.github.io/soil-health#LostSoilFunctions,lost soil functions,
low clay content,FALSE,1,https://soilwise-he.github.io/soil-health#LowClayContent,low clay content,
low concentrations,FALSE,1,https://soilwise-he.github.io/soil-health#LowConcentrations,low concentrations,
low landscape position,FALSE,0.95,https://soilwise-he.github.io/soil-health#LowLandscapePosition,low landscape position,
low mobility,FALSE,0.96,https://soilwise-he.github.io/soil-health#LowMobility,low mobility,
low level of moisture,FALSE,0.98,https://soilwise-he.github.io/soil-health#LowMoisture,low level of moisture,
low nutrient content,FALSE,1,https://soilwise-he.github.io/soil-health#LowNutrientContent,low nutrient content,
low organic matter content,FALSE,1,https://soilwise-he.github.io/soil-health#LowOrganicMatterContent,low organic matter content,
low screening levels,FALSE,1,https://soilwise-he.github.io/soil-health#LowScreeningLevels,low screening levels,
lower SOM limit,FALSE,0.93,https://soilwise-he.github.io/soil-health#LowerSOMLimit,lower SOM limit,
lowest SOC contents,FALSE,1,https://soilwise-he.github.io/soil-health#LowestSOCContents,lowest SOC contents,
low pH,FALSE,1,https://soilwise-he.github.io/soil-health#LowpH,low pH,
Luvisols,TRUE,0.98,https://soilwise-he.github.io/soil-health#Luvisols,Luvisols,
machines,FALSE,0.95,https://soilwise-he.github.io/soil-health#Machines,machines,
macro soil invertebrates,TRUE,0.9,https://soilwise-he.github.io/soil-health#MacroSoilInvertebrates,macro soil invertebrates,
macrofauna,TRUE,0.95,https://soilwise-he.github.io/soil-health#Macrofauna,macrofauna,
macronutrients,TRUE,0.95,https://soilwise-he.github.io/soil-health#Macronutrients,macronutrients,
magnesium,TRUE,0.95,https://soilwise-he.github.io/soil-health#Magnesium,magnesium,
magnesium availability,TRUE,0.92,https://soilwise-he.github.io/soil-health#MagnesiumAvailability,magnesium availability,
magnesium cations,TRUE,0.95,https://soilwise-he.github.io/soil-health#MagnesiumCations,magnesium cations,
main investigation,FALSE,0.98,https://soilwise-he.github.io/soil-health#MainInvestigation,main investigation,
manageable soil attributes,FALSE,0.88,https://soilwise-he.github.io/soil-health#ManageableSoilAttributes,manageable soil attributes,
management attributes,FALSE,0.8,https://soilwise-he.github.io/soil-health#ManagementAttributes,management attributes,
management intensity,FALSE,0.9,https://soilwise-he.github.io/soil-health#ManagementIntensity, management intensity,
management practices,FALSE,0.95,https://soilwise-he.github.io/soil-health#ManagementPractices,management practices,
management regime,FALSE,0.85,https://soilwise-he.github.io/soil-health#ManagementRegime,management regime,
management-related contributors,FALSE,0.92,https://soilwise-he.github.io/soil-health#ManagementrelatedContributors,management-related contributors,
manganese,TRUE,0.9,https://soilwise-he.github.io/soil-health#Manganese,manganese,
manganese toxicity,TRUE,0.92,https://soilwise-he.github.io/soil-health#ManganeseToxicity,manganese toxicity,
manure,TRUE,0.98,https://soilwise-he.github.io/soil-health#Manure,manure,
manure application,TRUE,0.92,https://soilwise-he.github.io/soil-health#ManureApplication,manure application,
manure inputs,TRUE,0.85,https://soilwise-he.github.io/soil-health#ManureInputs,manure inputs,
mapping,FALSE,0.9,https://soilwise-he.github.io/soil-health#Mapping,mapping,
maritime climate,FALSE,0.75,https://soilwise-he.github.io/soil-health#MaritimeClimate,maritime climate,
mass balance approach,FALSE,0.93,https://soilwise-he.github.io/soil-health#MassBalanceApproach,mass balance approach,
mass balance indicators,TRUE,0.88,https://soilwise-he.github.io/soil-health#MassBalanceIndicators,mass balance indicators,
mass exchanges,FALSE,0.7,https://soilwise-he.github.io/soil-health#MassExchanges,mass exchanges,
mass soil movements,TRUE,0.9,https://soilwise-he.github.io/soil-health#MassSoilMovements,mass soil movements,
matric potential,TRUE,0.98,https://soilwise-he.github.io/soil-health#MatricPotential,matric potential,
matric potential values,FALSE,0.96,https://soilwise-he.github.io/soil-health#MatricPotentialValues,matric potential values,
measurable soil properties,FALSE,0.95,https://soilwise-he.github.io/soil-health#MeasureableSoilProperties,measurable soil properties,
measured concentration in soil,FALSE,0.95,https://soilwise-he.github.io/soil-health#MeasuredConcentrationInSoil,measured concentration in soil,
measured concentration in water,FALSE,0.95,https://soilwise-he.github.io/soil-health#MeasuredConcentrationInWater,measured concentration in water,
measured soil parameters,FALSE,0.95,https://soilwise-he.github.io/soil-health#MeasuredSoilParameters,measured soil parameters,
measurements,FALSE,1,https://soilwise-he.github.io/soil-health#Measurements,measurements,
mechanical properties,TRUE,0.95,https://soilwise-he.github.io/soil-health#MechanicalProperties,mechanical properties,
mechanical seedbed preparation,TRUE,0.9,https://soilwise-he.github.io/soil-health#MechanicalSeedbedPreparation,mechanical seedbed preparation,
medicinal residues,FALSE,0.8,https://soilwise-he.github.io/soil-health#MedicinalResidues,medicinal residues,
Mediterranean basin,FALSE,0.92,https://soilwise-he.github.io/soil-health#MediterraneanBasin,Mediterranean basin,
Mediterranean climate,FALSE,0.8,https://soilwise-he.github.io/soil-health#MediterraneanClimate,Mediterranean climate,
medium screening levels,FALSE,0.97,https://soilwise-he.github.io/soil-health#MediumScreeningLevels,medium screening levels,
member states,FALSE,0.98,https://soilwise-he.github.io/soil-health#MemberStates,member states,
mercury,TRUE,0.9,https://soilwise-he.github.io/soil-health#Mercury,mercury,
mesofauna,TRUE,0.98,https://soilwise-he.github.io/soil-health#Mesofauna,mesofauna,
metal transfer,FALSE,0.85,https://soilwise-he.github.io/soil-health#MetalTransfer,metal transfer,
metalloids,TRUE,0.95,https://soilwise-he.github.io/soil-health#Metalloids,metalloids,
metals,FALSE,0.85,https://soilwise-he.github.io/soil-health#Metals,metals,
methane,FALSE,0.8,https://soilwise-he.github.io/soil-health#Methane,methane,
microarthropod amount,FALSE,0.85,https://soilwise-he.github.io/soil-health#MicroarthropodAmount,microarthropod amount,
